Vocab size: 8,192
Model config: {'sequence_len': 256, 'vocab_size': 8192, 'n_layer': 4, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 128, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 1,048,576
  value_embeds            : 2,097,152
  lm_head                 : 1,048,576
  transformer_matrices    : 786,560
  scalars                 : 8
  total                   : 4,980,872
Estimated FLOPs per token: 1.258368e+07
Scaling AdamW LRs by 1/sqrt(128/768) = 2.449490
Time budget: 300s
Gradient accumulation steps: 4

step 00000 (0.0%) | loss: 9.010471 | lrm: 1.00 | dt: 1321ms | tok/sec: 774 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.998067 | lrm: 1.00 | dt: 322ms | tok/sec: 3,175 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.988274 | lrm: 1.00 | dt: 230ms | tok/sec: 4,447 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.960670 | lrm: 1.00 | dt: 305ms | tok/sec: 3,359 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.954554 | lrm: 1.00 | dt: 211ms | tok/sec: 4,855 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.930305 | lrm: 1.00 | dt: 213ms | tok/sec: 4,799 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 8.912469 | lrm: 1.00 | dt: 215ms | tok/sec: 4,764 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 8.880452 | lrm: 1.00 | dt: 220ms | tok/sec: 4,647 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 8.846820 | lrm: 1.00 | dt: 215ms | tok/sec: 4,763 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 8.783105 | lrm: 1.00 | dt: 252ms | tok/sec: 4,067 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 8.657984 | lrm: 1.00 | dt: 227ms | tok/sec: 4,519 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 8.555706 | lrm: 1.00 | dt: 215ms | tok/sec: 4,758 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 8.449858 | lrm: 1.00 | dt: 224ms | tok/sec: 4,563 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 8.379375 | lrm: 1.00 | dt: 242ms | tok/sec: 4,228 | mfu: 0.0% | epoch: 1 | remaining: 299s    
step 00952 (72.2%) | loss: 5.763057 | lrm: 0.56 | dt: 206ms | tok/sec: 4,960 | mfu: 0.0% | epoch: 1 | remaining: 83s    
step 00953 (72.3%) | loss: 5.758402 | lrm: 0.55 | dt: 220ms | tok/sec: 4,650 | mfu: 0.0% | epoch: 1 | remaining: 83s    
step 00954 (72.3%) | loss: 5.734530 | lrm: 0.55 | dt: 241ms | tok/sec: 4,244 | mfu: 0.0% | epoch: 1 | remaining: 83s    
step 00955 (72.4%) | loss: 5.759002 | lrm: 0.55 | dt: 222ms | tok/sec: 4,620 | mfu: 0.0% | epoch: 1 | remaining: 83s    
step 00956 (72.5%) | loss: 5.714255 | lrm: 0.55 | dt: 208ms | tok/sec: 4,933 | mfu: 0.0% | epoch: 1 | remaining: 82s    
step 00957 (72.6%) | loss: 5.714133 | lrm: 0.55 | dt: 213ms | tok/sec: 4,798 | mfu: 0.0% | epoch: 1 | remaining: 82s    
step 00958 (72.6%) | loss: 5.722305 | lrm: 0.55 | dt: 221ms | tok/sec: 4,634 | mfu: 0.0% | epoch: 1 | remaining: 82s    
step 00959 (72.7%) | loss: 5.707119 | lrm: 0.55 | dt: 234ms | tok/sec: 4,373 | mfu: 0.0% | epoch: 1 | remaining: 82s    
step 00960 (72.8%) | loss: 5.705309 | lrm: 0.54 | dt: 227ms | tok/sec: 4,509 | mfu: 0.0% | epoch: 1 | remaining: 81s    
step 00961 (72.9%) | loss: 5.727722 | lrm: 0.54 | dt: 260ms | tok/sec: 3,942 | mfu: 0.0% | epoch: 1 | remaining: 81s    
step 00962 (72.9%) | loss: 5.669590 | lrm: 0.54 | dt: 255ms | tok/sec: 4,010 | mfu: 0.0% | epoch: 1 | remaining: 81s    
step 00963 (73.0%) | loss: 5.698407 | lrm: 0.54 | dt: 213ms | tok/sec: 4,803 | mfu: 0.0% | epoch: 1 | remaining: 81s    
step 00964 (73.1%) | loss: 5.727459 | lrm: 0.54 | dt: 250ms | tok/sec: 4,096 | mfu: 0.0% | epoch: 1 | remaining: 80s    
step 00965 (73.2%) | loss: 5.740767 | lrm: 0.54 | dt: 236ms | tok/sec: 4,332 | mfu: 0.0% | epoch: 1 | remaining: 80s    
step 00966 (73.3%) | loss: 5.753675 | lrm: 0.53 | dt: 273ms | tok/sec: 3,752 | mfu: 0.0% | epoch: 1 | remaining: 80s    
step 00967 (73.3%) | loss: 5.749102 | lrm: 0.53 | dt: 246ms | tok/sec: 4,161 | mfu: 0.0% | epoch: 1 | remaining: 80s    
step 00968 (73.4%) | loss: 5.708693 | lrm: 0.53 | dt: 259ms | tok/sec: 3,960 | mfu: 0.0% | epoch: 1 | remaining: 79s    
step 00969 (73.5%) | loss: 5.664904 | lrm: 0.53 | dt: 215ms | tok/sec: 4,753 | mfu: 0.0% | epoch: 1 | remaining: 79s    
step 00970 (73.6%) | loss: 5.643960 | lrm: 0.53 | dt: 241ms | tok/sec: 4,253 | mfu: 0.0% | epoch: 1 | remaining: 79s    
step 00971 (73.7%) | loss: 5.642009 | lrm: 0.53 | dt: 200ms | tok/sec: 5,129 | mfu: 0.0% | epoch: 1 | remaining: 79s    
step 00972 (73.7%) | loss: 5.636931 | lrm: 0.53 | dt: 279ms | tok/sec: 3,670 | mfu: 0.0% | epoch: 1 | remaining: 79s    
step 00973 (73.8%) | loss: 5.638674 | lrm: 0.52 | dt: 279ms | tok/sec: 3,667 | mfu: 0.0% | epoch: 1 | remaining: 78s    
step 00974 (73.9%) | loss: 5.623974 | lrm: 0.52 | dt: 278ms | tok/sec: 3,681 | mfu: 0.0% | epoch: 1 | remaining: 78s    
step 00975 (74.0%) | loss: 5.639531 | lrm: 0.52 | dt: 272ms | tok/sec: 3,762 | mfu: 0.0% | epoch: 1 | remaining: 78s    
step 00976 (74.1%) | loss: 5.639620 | lrm: 0.52 | dt: 272ms | tok/sec: 3,764 | mfu: 0.0% | epoch: 1 | remaining: 77s    
step 00977 (74.2%) | loss: 5.628109 | lrm: 0.52 | dt: 281ms | tok/sec: 3,649 | mfu: 0.0% | epoch: 1 | remaining: 77s    
step 00978 (74.3%) | loss: 5.687283 | lrm: 0.51 | dt: 278ms | tok/sec: 3,681 | mfu: 0.0% | epoch: 1 | remaining: 77s    
step 00979 (74.4%) | loss: 5.671491 | lrm: 0.51 | dt: 264ms | tok/sec: 3,871 | mfu: 0.0% | epoch: 1 | remaining: 77s    
step 00980 (74.5%) | loss: 5.689408 | lrm: 0.51 | dt: 236ms | tok/sec: 4,330 | mfu: 0.0% | epoch: 1 | remaining: 76s    
step 00981 (74.5%) | loss: 5.696829 | lrm: 0.51 | dt: 212ms | tok/sec: 4,830 | mfu: 0.0% | epoch: 1 | remaining: 76s    
step 00982 (74.6%) | loss: 5.671115 | lrm: 0.51 | dt: 223ms | tok/sec: 4,601 | mfu: 0.0% | epoch: 1 | remaining: 76s    
step 00983 (74.7%) | loss: 5.680825 | lrm: 0.51 | dt: 226ms | tok/sec: 4,525 | mfu: 0.0% | epoch: 1 | remaining: 76s    
step 00984 (74.8%) | loss: 5.650247 | lrm: 0.50 | dt: 216ms | tok/sec: 4,730 | mfu: 0.0% | epoch: 1 | remaining: 75s    
step 00985 (74.8%) | loss: 5.647738 | lrm: 0.50 | dt: 242ms | tok/sec: 4,235 | mfu: 0.0% | epoch: 1 | remaining: 75s    
step 00986 (74.9%) | loss: 5.666770 | lrm: 0.50 | dt: 270ms | tok/sec: 3,786 | mfu: 0.0% | epoch: 1 | remaining: 75s    
step 00987 (75.0%) | loss: 5.664055 | lrm: 0.50 | dt: 233ms | tok/sec: 4,399 | mfu: 0.0% | epoch: 1 | remaining: 75s    
step 00988 (75.1%) | loss: 5.648521 | lrm: 0.50 | dt: 241ms | tok/sec: 4,246 | mfu: 0.0% | epoch: 1 | remaining: 74s    
step 00989 (75.2%) | loss: 5.629397 | lrm: 0.50 | dt: 224ms | tok/sec: 4,564 | mfu: 0.0% | epoch: 1 | remaining: 74s    
step 00990 (75.2%) | loss: 5.657892 | lrm: 0.50 | dt: 231ms | tok/sec: 4,442 | mfu: 0.0% | epoch: 1 | remaining: 74s    
step 00991 (75.3%) | loss: 5.659550 | lrm: 0.49 | dt: 214ms | tok/sec: 4,792 | mfu: 0.0% | epoch: 1 | remaining: 74s    
step 00992 (75.4%) | loss: 5.738917 | lrm: 0.49 | dt: 233ms | tok/sec: 4,401 | mfu: 0.0% | epoch: 1 | remaining: 74s    
step 00993 (75.5%) | loss: 5.777527 | lrm: 0.49 | dt: 250ms | tok/sec: 4,096 | mfu: 0.0% | epoch: 1 | remaining: 73s    
step 00994 (75.6%) | loss: 5.861436 | lrm: 0.49 | dt: 218ms | tok/sec: 4,687 | mfu: 0.0% | epoch: 1 | remaining: 73s    
step 00995 (75.6%) | loss: 5.830976 | lrm: 0.49 | dt: 213ms | tok/sec: 4,810 | mfu: 0.0% | epoch: 1 | remaining: 73s    
step 00996 (75.7%) | loss: 5.810120 | lrm: 0.49 | dt: 219ms | tok/sec: 4,666 | mfu: 0.0% | epoch: 1 | remaining: 73s    
step 00997 (75.8%) | loss: 5.814864 | lrm: 0.48 | dt: 307ms | tok/sec: 3,335 | mfu: 0.0% | epoch: 1 | remaining: 72s    
step 00998 (75.9%) | loss: 5.818847 | lrm: 0.48 | dt: 298ms | tok/sec: 3,432 | mfu: 0.0% | epoch: 1 | remaining: 72s    
step 00999 (76.0%) | loss: 5.785056 | lrm: 0.48 | dt: 294ms | tok/sec: 3,478 | mfu: 0.0% | epoch: 1 | remaining: 72s    
step 01000 (76.1%) | loss: 5.774463 | lrm: 0.48 | dt: 208ms | tok/sec: 4,923 | mfu: 0.0% | epoch: 1 | remaining: 72s    
step 01001 (76.1%) | loss: 5.753128 | lrm: 0.48 | dt: 244ms | tok/sec: 4,202 | mfu: 0.0% | epoch: 1 | remaining: 71s    
step 01002 (76.2%) | loss: 5.740941 | lrm: 0.48 | dt: 268ms | tok/sec: 3,815 | mfu: 0.0% | epoch: 1 | remaining: 71s    
step 01003 (76.3%) | loss: 5.716722 | lrm: 0.47 | dt: 206ms | tok/sec: 4,968 | mfu: 0.0% | epoch: 1 | remaining: 71s    
step 01004 (76.4%) | loss: 5.814202 | lrm: 0.47 | dt: 210ms | tok/sec: 4,871 | mfu: 0.0% | epoch: 1 | remaining: 71s    
step 01005 (76.4%) | loss: 5.857732 | lrm: 0.47 | dt: 228ms | tok/sec: 4,490 | mfu: 0.0% | epoch: 1 | remaining: 70s    
step 01006 (76.5%) | loss: 5.785565 | lrm: 0.47 | dt: 208ms | tok/sec: 4,927 | mfu: 0.0% | epoch: 1 | remaining: 70s    
step 01007 (76.6%) | loss: 5.728946 | lrm: 0.47 | dt: 226ms | tok/sec: 4,526 | mfu: 0.0% | epoch: 1 | remaining: 70s    
step 01008 (76.7%) | loss: 5.715553 | lrm: 0.47 | dt: 210ms | tok/sec: 4,886 | mfu: 0.0% | epoch: 1 | remaining: 70s    
step 01009 (76.7%) | loss: 5.747236 | lrm: 0.47 | dt: 220ms | tok/sec: 4,654 | mfu: 0.0% | epoch: 1 | remaining: 70s    
step 01010 (76.8%) | loss: 5.742243 | lrm: 0.46 | dt: 200ms | tok/sec: 5,124 | mfu: 0.0% | epoch: 1 | remaining: 69s    
step 01011 (76.9%) | loss: 5.733224 | lrm: 0.46 | dt: 222ms | tok/sec: 4,610 | mfu: 0.0% | epoch: 1 | remaining: 69s    
step 01012 (77.0%) | loss: 5.702933 | lrm: 0.46 | dt: 205ms | tok/sec: 4,994 | mfu: 0.0% | epoch: 1 | remaining: 69s    
step 01013 (77.0%) | loss: 5.699865 | lrm: 0.46 | dt: 242ms | tok/sec: 4,238 | mfu: 0.0% | epoch: 1 | remaining: 69s    
step 01014 (77.1%) | loss: 5.685502 | lrm: 0.46 | dt: 248ms | tok/sec: 4,131 | mfu: 0.0% | epoch: 1 | remaining: 68s    
step 01015 (77.2%) | loss: 5.692250 | lrm: 0.46 | dt: 223ms | tok/sec: 4,590 | mfu: 0.0% | epoch: 1 | remaining: 68s    
step 01016 (77.3%) | loss: 5.668105 | lrm: 0.45 | dt: 205ms | tok/sec: 5,005 | mfu: 0.0% | epoch: 1 | remaining: 68s    
step 01017 (77.3%) | loss: 5.617800 | lrm: 0.45 | dt: 232ms | tok/sec: 4,404 | mfu: 0.0% | epoch: 1 | remaining: 68s    
step 01018 (77.4%) | loss: 5.624362 | lrm: 0.45 | dt: 199ms | tok/sec: 5,132 | mfu: 0.0% | epoch: 1 | remaining: 68s    
step 01019 (77.5%) | loss: 5.635208 | lrm: 0.45 | dt: 224ms | tok/sec: 4,573 | mfu: 0.0% | epoch: 1 | remaining: 67s    
step 01020 (77.5%) | loss: 5.608786 | lrm: 0.45 | dt: 244ms | tok/sec: 4,202 | mfu: 0.0% | epoch: 1 | remaining: 67s    
step 01021 (77.6%) | loss: 5.642141 | lrm: 0.45 | dt: 211ms | tok/sec: 4,857 | mfu: 0.0% | epoch: 1 | remaining: 67s    
step 01022 (77.7%) | loss: 5.641752 | lrm: 0.45 | dt: 227ms | tok/sec: 4,505 | mfu: 0.0% | epoch: 1 | remaining: 67s    
step 01023 (77.8%) | loss: 5.634928 | lrm: 0.44 | dt: 225ms | tok/sec: 4,555 | mfu: 0.0% | epoch: 1 | remaining: 66s    
step 01024 (77.8%) | loss: 5.640665 | lrm: 0.44 | dt: 233ms | tok/sec: 4,390 | mfu: 0.0% | epoch: 1 | remaining: 66s    
step 01025 (77.9%) | loss: 5.675222 | lrm: 0.44 | dt: 208ms | tok/sec: 4,917 | mfu: 0.0% | epoch: 1 | remaining: 66s    
step 01026 (78.0%) | loss: 5.698027 | lrm: 0.44 | dt: 212ms | tok/sec: 4,824 | mfu: 0.0% | epoch: 1 | remaining: 66s    
step 01027 (78.1%) | loss: 5.649495 | lrm: 0.44 | dt: 236ms | tok/sec: 4,339 | mfu: 0.0% | epoch: 1 | remaining: 66s    
step 01028 (78.1%) | loss: 5.638127 | lrm: 0.44 | dt: 208ms | tok/sec: 4,931 | mfu: 0.0% | epoch: 1 | remaining: 65s    
step 01029 (78.2%) | loss: 5.635420 | lrm: 0.44 | dt: 212ms | tok/sec: 4,828 | mfu: 0.0% | epoch: 1 | remaining: 65s    
step 01030 (78.3%) | loss: 5.626962 | lrm: 0.43 | dt: 212ms | tok/sec: 4,834 | mfu: 0.0% | epoch: 1 | remaining: 65s    
step 01031 (78.4%) | loss: 5.624991 | lrm: 0.43 | dt: 251ms | tok/sec: 4,076 | mfu: 0.0% | epoch: 1 | remaining: 65s    
step 01032 (78.4%) | loss: 5.597240 | lrm: 0.43 | dt: 218ms | tok/sec: 4,705 | mfu: 0.0% | epoch: 1 | remaining: 64s    
step 01033 (78.5%) | loss: 5.607209 | lrm: 0.43 | dt: 218ms | tok/sec: 4,688 | mfu: 0.0% | epoch: 1 | remaining: 64s    
step 01034 (78.6%) | loss: 5.613829 | lrm: 0.43 | dt: 224ms | tok/sec: 4,577 | mfu: 0.0% | epoch: 1 | remaining: 64s    
step 01035 (78.7%) | loss: 5.570280 | lrm: 0.43 | dt: 212ms | tok/sec: 4,822 | mfu: 0.0% | epoch: 1 | remaining: 64s    
step 01036 (78.7%) | loss: 5.593795 | lrm: 0.43 | dt: 225ms | tok/sec: 4,551 | mfu: 0.0% | epoch: 1 | remaining: 64s    
step 01037 (78.8%) | loss: 5.642602 | lrm: 0.42 | dt: 224ms | tok/sec: 4,568 | mfu: 0.0% | epoch: 1 | remaining: 63s    
step 01038 (78.9%) | loss: 5.601047 | lrm: 0.42 | dt: 226ms | tok/sec: 4,533 | mfu: 0.0% | epoch: 1 | remaining: 63s    
step 01039 (79.0%) | loss: 5.607069 | lrm: 0.42 | dt: 211ms | tok/sec: 4,862 | mfu: 0.0% | epoch: 1 | remaining: 63s    
step 01040 (79.0%) | loss: 5.617260 | lrm: 0.42 | dt: 211ms | tok/sec: 4,864 | mfu: 0.0% | epoch: 1 | remaining: 63s    
step 01041 (79.1%) | loss: 5.625793 | lrm: 0.42 | dt: 235ms | tok/sec: 4,363 | mfu: 0.0% | epoch: 1 | remaining: 62s    
step 01042 (79.2%) | loss: 5.607328 | lrm: 0.42 | dt: 234ms | tok/sec: 4,370 | mfu: 0.0% | epoch: 1 | remaining: 62s    
step 01043 (79.3%) | loss: 5.598720 | lrm: 0.41 | dt: 254ms | tok/sec: 4,029 | mfu: 0.0% | epoch: 1 | remaining: 62s    
step 01044 (79.3%) | loss: 5.580657 | lrm: 0.41 | dt: 227ms | tok/sec: 4,514 | mfu: 0.0% | epoch: 1 | remaining: 62s    
step 01045 (79.4%) | loss: 5.597325 | lrm: 0.41 | dt: 209ms | tok/sec: 4,900 | mfu: 0.0% | epoch: 1 | remaining: 62s    
step 01046 (79.5%) | loss: 5.572418 | lrm: 0.41 | dt: 202ms | tok/sec: 5,070 | mfu: 0.0% | epoch: 1 | remaining: 61s    
step 01047 (79.5%) | loss: 5.569547 | lrm: 0.41 | dt: 200ms | tok/sec: 5,114 | mfu: 0.0% | epoch: 1 | remaining: 61s    
step 01048 (79.6%) | loss: 5.527128 | lrm: 0.41 | dt: 260ms | tok/sec: 3,934 | mfu: 0.0% | epoch: 1 | remaining: 61s    
step 01049 (79.7%) | loss: 5.505887 | lrm: 0.41 | dt: 240ms | tok/sec: 4,262 | mfu: 0.0% | epoch: 1 | remaining: 61s    
step 01050 (79.8%) | loss: 5.535900 | lrm: 0.40 | dt: 237ms | tok/sec: 4,329 | mfu: 0.0% | epoch: 1 | remaining: 60s    
step 01051 (79.9%) | loss: 5.554876 | lrm: 0.40 | dt: 271ms | tok/sec: 3,780 | mfu: 0.0% | epoch: 1 | remaining: 60s    
step 01052 (80.0%) | loss: 5.590631 | lrm: 0.40 | dt: 204ms | tok/sec: 5,017 | mfu: 0.0% | epoch: 1 | remaining: 60s    
step 01053 (80.0%) | loss: 5.588921 | lrm: 0.40 | dt: 207ms | tok/sec: 4,937 | mfu: 0.0% | epoch: 1 | remaining: 60s    
step 01054 (80.1%) | loss: 5.497847 | lrm: 0.40 | dt: 220ms | tok/sec: 4,657 | mfu: 0.0% | epoch: 1 | remaining: 60s    
step 01055 (80.2%) | loss: 5.503869 | lrm: 0.40 | dt: 207ms | tok/sec: 4,953 | mfu: 0.0% | epoch: 1 | remaining: 59s    
step 01056 (80.2%) | loss: 5.564963 | lrm: 0.40 | dt: 239ms | tok/sec: 4,291 | mfu: 0.0% | epoch: 1 | remaining: 59s    
step 01057 (80.3%) | loss: 5.613406 | lrm: 0.39 | dt: 226ms | tok/sec: 4,527 | mfu: 0.0% | epoch: 1 | remaining: 59s    
step 01058 (80.4%) | loss: 5.656790 | lrm: 0.39 | dt: 213ms | tok/sec: 4,802 | mfu: 0.0% | epoch: 1 | remaining: 59s    
step 01059 (80.5%) | loss: 5.642804 | lrm: 0.39 | dt: 208ms | tok/sec: 4,931 | mfu: 0.0% | epoch: 1 | remaining: 58s    
step 01060 (80.5%) | loss: 5.677603 | lrm: 0.39 | dt: 214ms | tok/sec: 4,786 | mfu: 0.0% | epoch: 1 | remaining: 58s    
step 01061 (80.6%) | loss: 5.697959 | lrm: 0.39 | dt: 214ms | tok/sec: 4,793 | mfu: 0.0% | epoch: 1 | remaining: 58s    
step 01062 (80.7%) | loss: 5.715015 | lrm: 0.39 | dt: 224ms | tok/sec: 4,571 | mfu: 0.0% | epoch: 1 | remaining: 58s    
step 01063 (80.7%) | loss: 5.674162 | lrm: 0.39 | dt: 210ms | tok/sec: 4,867 | mfu: 0.0% | epoch: 1 | remaining: 58s    
step 01064 (80.8%) | loss: 5.659417 | lrm: 0.38 | dt: 210ms | tok/sec: 4,866 | mfu: 0.0% | epoch: 1 | remaining: 57s    
step 01065 (80.9%) | loss: 5.657297 | lrm: 0.38 | dt: 267ms | tok/sec: 3,828 | mfu: 0.0% | epoch: 1 | remaining: 57s    
step 01066 (81.0%) | loss: 5.628427 | lrm: 0.38 | dt: 253ms | tok/sec: 4,048 | mfu: 0.0% | epoch: 1 | remaining: 57s    
step 01067 (81.1%) | loss: 5.661093 | lrm: 0.38 | dt: 204ms | tok/sec: 5,031 | mfu: 0.0% | epoch: 1 | remaining: 57s    
step 01068 (81.1%) | loss: 5.680870 | lrm: 0.38 | dt: 214ms | tok/sec: 4,794 | mfu: 0.0% | epoch: 1 | remaining: 56s    
step 01069 (81.2%) | loss: 5.648443 | lrm: 0.38 | dt: 214ms | tok/sec: 4,782 | mfu: 0.0% | epoch: 1 | remaining: 56s    
step 01070 (81.3%) | loss: 5.631808 | lrm: 0.37 | dt: 227ms | tok/sec: 4,519 | mfu: 0.0% | epoch: 1 | remaining: 56s    
step 01071 (81.3%) | loss: 5.624014 | lrm: 0.37 | dt: 266ms | tok/sec: 3,846 | mfu: 0.0% | epoch: 1 | remaining: 56s    
step 01072 (81.4%) | loss: 5.655415 | lrm: 0.37 | dt: 226ms | tok/sec: 4,523 | mfu: 0.0% | epoch: 1 | remaining: 55s    
step 01073 (81.5%) | loss: 5.739800 | lrm: 0.37 | dt: 226ms | tok/sec: 4,539 | mfu: 0.0% | epoch: 1 | remaining: 55s    
step 01074 (81.6%) | loss: 5.752982 | lrm: 0.37 | dt: 212ms | tok/sec: 4,821 | mfu: 0.0% | epoch: 1 | remaining: 55s    
step 01075 (81.7%) | loss: 5.734311 | lrm: 0.37 | dt: 209ms | tok/sec: 4,893 | mfu: 0.0% | epoch: 1 | remaining: 55s    
step 01076 (81.7%) | loss: 5.781349 | lrm: 0.37 | dt: 207ms | tok/sec: 4,936 | mfu: 0.0% | epoch: 1 | remaining: 55s    
step 01077 (81.8%) | loss: 5.789509 | lrm: 0.36 | dt: 241ms | tok/sec: 4,253 | mfu: 0.0% | epoch: 1 | remaining: 54s    
step 01078 (81.9%) | loss: 5.736501 | lrm: 0.36 | dt: 208ms | tok/sec: 4,915 | mfu: 0.0% | epoch: 1 | remaining: 54s    
step 01079 (81.9%) | loss: 5.686322 | lrm: 0.36 | dt: 209ms | tok/sec: 4,894 | mfu: 0.0% | epoch: 1 | remaining: 54s    
step 01080 (82.0%) | loss: 5.691956 | lrm: 0.36 | dt: 208ms | tok/sec: 4,928 | mfu: 0.0% | epoch: 1 | remaining: 54s    
step 01081 (82.1%) | loss: 5.792117 | lrm: 0.36 | dt: 211ms | tok/sec: 4,842 | mfu: 0.0% | epoch: 1 | remaining: 54s    
step 01082 (82.2%) | loss: 5.760625 | lrm: 0.36 | dt: 235ms | tok/sec: 4,351 | mfu: 0.0% | epoch: 1 | remaining: 53s    
step 01083 (82.2%) | loss: 5.807732 | lrm: 0.36 | dt: 209ms | tok/sec: 4,903 | mfu: 0.0% | epoch: 1 | remaining: 53s    
step 01084 (82.3%) | loss: 5.783125 | lrm: 0.35 | dt: 212ms | tok/sec: 4,829 | mfu: 0.0% | epoch: 1 | remaining: 53s    
step 01085 (82.4%) | loss: 5.743737 | lrm: 0.35 | dt: 235ms | tok/sec: 4,364 | mfu: 0.0% | epoch: 1 | remaining: 53s    
step 01086 (82.4%) | loss: 5.750138 | lrm: 0.35 | dt: 210ms | tok/sec: 4,879 | mfu: 0.0% | epoch: 1 | remaining: 52s    
step 01087 (82.5%) | loss: 5.753578 | lrm: 0.35 | dt: 212ms | tok/sec: 4,822 | mfu: 0.0% | epoch: 1 | remaining: 52s    
step 01088 (82.6%) | loss: 5.776748 | lrm: 0.35 | dt: 225ms | tok/sec: 4,561 | mfu: 0.0% | epoch: 1 | remaining: 52s    
step 01089 (82.7%) | loss: 5.787876 | lrm: 0.35 | dt: 210ms | tok/sec: 4,875 | mfu: 0.0% | epoch: 1 | remaining: 52s    
step 01090 (82.7%) | loss: 5.740356 | lrm: 0.35 | dt: 238ms | tok/sec: 4,306 | mfu: 0.0% | epoch: 1 | remaining: 52s    
step 01091 (82.8%) | loss: 5.727284 | lrm: 0.34 | dt: 202ms | tok/sec: 5,066 | mfu: 0.0% | epoch: 1 | remaining: 51s    
step 01092 (82.9%) | loss: 5.683756 | lrm: 0.34 | dt: 201ms | tok/sec: 5,103 | mfu: 0.0% | epoch: 1 | remaining: 51s    
step 01093 (82.9%) | loss: 5.675994 | lrm: 0.34 | dt: 218ms | tok/sec: 4,687 | mfu: 0.0% | epoch: 1 | remaining: 51s    
step 01094 (83.0%) | loss: 5.674198 | lrm: 0.34 | dt: 253ms | tok/sec: 4,054 | mfu: 0.0% | epoch: 1 | remaining: 51s    
step 01095 (83.1%) | loss: 5.645403 | lrm: 0.34 | dt: 200ms | tok/sec: 5,121 | mfu: 0.0% | epoch: 1 | remaining: 50s    
step 01096 (83.2%) | loss: 5.645983 | lrm: 0.34 | dt: 221ms | tok/sec: 4,640 | mfu: 0.0% | epoch: 1 | remaining: 50s    
step 01097 (83.2%) | loss: 5.607360 | lrm: 0.34 | dt: 234ms | tok/sec: 4,377 | mfu: 0.0% | epoch: 1 | remaining: 50s    
step 01098 (83.3%) | loss: 5.613846 | lrm: 0.33 | dt: 203ms | tok/sec: 5,033 | mfu: 0.0% | epoch: 1 | remaining: 50s    
step 01099 (83.4%) | loss: 5.539038 | lrm: 0.33 | dt: 197ms | tok/sec: 5,199 | mfu: 0.0% | epoch: 1 | remaining: 50s    
step 01100 (83.5%) | loss: 5.522682 | lrm: 0.33 | dt: 257ms | tok/sec: 3,991 | mfu: 0.0% | epoch: 1 | remaining: 49s    
step 01101 (83.5%) | loss: 5.542623 | lrm: 0.33 | dt: 250ms | tok/sec: 4,090 | mfu: 0.0% | epoch: 1 | remaining: 49s    
step 01102 (83.6%) | loss: 5.586309 | lrm: 0.33 | dt: 255ms | tok/sec: 4,016 | mfu: 0.0% | epoch: 1 | remaining: 49s    
step 01103 (83.7%) | loss: 5.556985 | lrm: 0.33 | dt: 222ms | tok/sec: 4,619 | mfu: 0.0% | epoch: 1 | remaining: 49s    
step 01104 (83.8%) | loss: 5.593077 | lrm: 0.32 | dt: 199ms | tok/sec: 5,138 | mfu: 0.0% | epoch: 1 | remaining: 48s    
step 01105 (83.8%) | loss: 5.581635 | lrm: 0.32 | dt: 233ms | tok/sec: 4,386 | mfu: 0.0% | epoch: 1 | remaining: 48s    
step 01106 (83.9%) | loss: 5.578416 | lrm: 0.32 | dt: 285ms | tok/sec: 3,591 | mfu: 0.0% | epoch: 1 | remaining: 48s    
step 01107 (84.0%) | loss: 5.587536 | lrm: 0.32 | dt: 224ms | tok/sec: 4,564 | mfu: 0.0% | epoch: 1 | remaining: 48s    
step 01108 (84.1%) | loss: 5.597907 | lrm: 0.32 | dt: 200ms | tok/sec: 5,126 | mfu: 0.0% | epoch: 1 | remaining: 48s    
step 01109 (84.2%) | loss: 5.603517 | lrm: 0.32 | dt: 203ms | tok/sec: 5,045 | mfu: 0.0% | epoch: 1 | remaining: 47s    
step 01110 (84.2%) | loss: 5.608942 | lrm: 0.32 | dt: 230ms | tok/sec: 4,447 | mfu: 0.0% | epoch: 1 | remaining: 47s    
